measurement,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Label
312,0.016601562,-0.02508545,0.11682129,-17.824427,-5.3511453,12.923664,5
313,0.015319824,-0.03881836,0.11767578,-10.954199,-1.091603,-3.572519,5
314,0.013671875,-0.030517578,0.11999512,-8.38168,0.28244275,-0.15267175,5
315,0.010803223,-0.032958984,0.11730957,-5.625954,-2.7862597,-3.091603,5
316,0.01965332,-0.026367188,0.11505127,8.358779,-6.29771,-4.8244276,5
317,0.021484375,-0.020263672,0.11853027,5.29771,-4.3053436,-0.8244275,5
318,0.0256958,-0.02508545,0.11682129,-1.8167939,-1.2290076,3.832061,5
319,0.016845703,-0.013977051,0.12213135,-0.122137405,-5.6488547,4.0610685,5
320,0.016540527,-0.019836426,0.11413574,-4.9847326,-2.389313,4.5343513,5
321,0.022033691,-0.028808594,0.113586426,-3.5496182,-3.6793892,5.9160304,5
322,0.010986328,-0.018127441,0.11450195,-6.7938933,-7.259542,2.9389312,5
323,0.014221191,-0.021606445,0.11627197,-3.7633588,-6.0992365,0.49618322,5
324,0.013305664,-0.020080566,0.11883545,-5.8320613,-5.6183205,0.740458,5
325,0.014343262,-0.033813477,0.11645508,-3.923664,-4.2900763,-1.1832061,5
326,0.012207031,-0.033203125,0.11627197,-1.2290076,-4.557252,0.9541985,5
327,0.021606445,-0.03479004,0.11376953,-1.6870229,-1.2900764,1.351145,5
328,0.01763916,-0.024902344,0.11376953,2.4122138,-3.1221373,0.8244275,5
329,0.012939453,-0.031799316,0.11999512,-1.1755725,-3.7251909,4.7557254,5
330,0.031188965,-0.021057129,0.112854004,-0.36641222,-3.3664122,1.6946565,5
331,0.023925781,-0.028137207,0.11395264,-3.2290077,-0.9847328,3.4732823,5
332,0.015319824,-0.03540039,0.11480713,-2.7175572,-1.9160305,1.4732825,5
333,0.018493652,-0.030883789,0.11846924,-5.7557254,-2.8778627,0.99236643,5
334,0.021118164,-0.025268555,0.120910645,-6.4656487,-2.1908398,1.5801526,5
